阿爸	aaba
以古非今	ygfj
一个个	ygg
因果关系	yggx
叶公好龙	yghl
衣冠楚楚	ygii
一根筋	ygj
英格兰	ygl
一个萝卜一个坑	yglk
眼观六路	ygll
雁过留声	yglu
一国两制	yglv
欲盖弥彰	ygmv
一股脑儿	ygne
荧光屏	ygp
言过其实	ygqu
衣冠禽兽	ygqu
一个人	ygr
勇冠三军	ygsj
眼观四路	ygsl
雨过天晴	ygtq
异国他乡	ygtx
应该说	ygu
眼高手低	ygud
一个钟	ygv
有过之而无不及	ygvj
倚官仗势	ygvu
言归正传	ygvv
以攻为守	ygwu
一个月	ygy
眼高于顶	ygyd
言归于好	ygyh
有根有据	ygyj
忧国忧民	ygym
愚公移山	ygyu
莺歌燕舞	ygyw
一个字	ygz
一鼓作气	ygzq
一棍子打死	ygzs
氧吧	yhba
样本	yhbf
样板	yhbj
养病	yhby
仰脖	yhbo
阴魂不散	yhbs
一呼百应	yhby
洋葱	yhc
洋财	yhcl
样册	yhce
洋葱	yhcs
养大	yhda
玉皇大帝	yhdd
因祸得福	yhdf
沿海地区	yhdq
佯动	yhds
银河倒泻	yhdx
一挥而就	yhej
一哄而散	yhes
养分	yhff
月黑风高	yhfg
洋房	yhfh
扬帆	yhfj
羊羔	yhgk
秧歌	yhge
引吭高歌	yhgg
阳刚	yhgh
阳光	yhgd
阳关	yhgr
佯攻	yhgs
养狗	yhgb
央行	yhhh
洋槐	yhhy
养活	yhho
洋红	yhhs
有话好说	yhhu
氧化	yhhw
洋车	yhie
养成	yhig
洋船	yhir
雨后春笋	yhis
阳春	yhip
养鸡	yhji
阳江	yhjd
阳间	yhjm
移花接木	yhjm
阳界	yhjx
洋酒	yhjq
羊圈	yhjr
阳具	yhju
养家	yhjw
严寒酷暑	yhku
养老	yhlk
仰赖	yhll
阳历	yhli
眼花缭乱	yhll
养廉	yhlm
养料	yhlc
依葫芦画瓢	yhlp
杨柳	yhlq
洋楼	yhlb
羊毛	yhmk
扬名	yhmy
仰面	yhmm
秧苗	yhmc
与虎谋皮	yhmp
仰慕	yhmu
杨梅	yhmz
羊奶	yhnl
欲壑难填	yhnt
洋奴	yhnu
养女	yhnv
样品	yhp
样品	yhpn
洋炮	yhpk
仰拍	yhpl
羊皮	yhpi
阳平	yhpy
样片	yhpm
氧气	yhqi
洋枪	yhqd
洋钱	yhqm
央求	yhqq
迂回曲折	yhqv
羊群	yhqp
洋人	yhrf
羊绒	yhrs
羊肉	yhrb
阳伞	yhsj
杨桃	yhtk
阳台	yhtl
秧田	yhtm
仰头	yhtb
一回事	yhu
养生	yhug
养伤	yhuh
样式	yhui
阳朔	yhuo
引火烧身	yhuu
氧水	yhuv
仰首	yhub
与会者	yhv
阳宅	yhvl
养着	yhve
仰仗	yhvh
养殖	yhvi
佯装	yhvd
养猪	yhvu
扬州	yhvb
洋文	yhwf
仰望	yhwh
仰卧	yhwo
贻害无穷	yhwq
洋务	yhwu
阳痿	yhwz
有害无益	yhwy
异乎寻常	yhxi
阳性	yhxy
洋相	yhxd
阳线	yhxm
养血	yhxt
阳爻	yhyk
样样	yhyh
洋溢	yhyi
养眼	yhyj
仰泳	yhys
养育	yhyu
样子	yhz
样子	yhzi
炎黄子孙	yhzs
洋罪	yhzv
一把	yiba
宜宾	yibn
一成不变	yibb
扬长避短	yibd
一本	yibf
一帮	yibh
一笔	yibi
一般	yibj
一并	yiby
以便	yibm
仪表	yibc
衣钵	yibo
一别	yibx
一尘不染	yibr
一步	yibu
一倍	yibz
阳春白雪	yibx
臆测	yice
一层	yicg
一次	yici
一餐	yicj
依从	yics
一道	yidk
以待	yidl
医德	yide
一等	yidg
一挡	yidh
异地	yidi
一旦	yidj
一定	yidy
一点	yidm
一朵	yido
一段	yidr
移动	yids
一度	yidu
一堆	yidv
一锤定音	yidy
一差二错	yiec
依法	yifa
一份	yiff
乙方	yifh
一番	yifj
衣服	yifu
已非	yifz
一个	yig
译稿	yigk
一概	yigl
一个	yige
一根	yigf
乙肝	yigj
异国	yigo
一贯	yigr
一共	yigs
已故	yigu
衣柜	yigv
一号	yihk
遗骸	yihl
遗恨	yihf
一行	yihh
遗憾	yihj
一晃	yihd
疑惑	yiho
遗患	yihr
医护	yihu
议会	yihv
已婚	yihp
以后	yihb
议程	yiig
异常	yiih
遗产	yiij
遗传	yiir
益虫	yiis
溢出	yiiu
一斤	yijn
一触即发	yijf
以及	yiji
已经	yijy
已将	yijd
意见	yijm
移交	yijc
一节	yijx
依旧	yijq
依据	yiju
一家	yijw
一卡	yika
依靠	yikk
移开	yikl
一颗	yike
一看	yikj
一口	yikb
遗老	yilk
依赖	yill
一愣	yilg
伊朗	yilh
毅力	yili
一览	yilj
衣领	yily
一辆	yild
依恋	yilm
意料	yilc
医疗	yilc
一摞	yilo
一列	yilx
遗留	yilq
意乱	yilr
一路	yilu
疑虑	yilv
一类	yilz
议论	yilp
遗漏	yilb
姨妈	yima
移民	yimn
衣帽	yimk
夜长梦多	yimd
一门	yimf
沂蒙	yimg
乙醚	yimi
译名	yimy
以免	yimm
疫苗	yimc
一抹	yimo
一幕	yimu
一筹莫展	yimv
一枚	yimz
艺能	ying
旖旎	yini
疑难	yinj
姨娘	yind
意念	yinm
益鸟	yinc
易怒	yinu
义女	yinv
以内	yinz
一品	yipn
一排	yipl
一旁	yiph
一批	yipi
一瓶	yipy
一片	yipm
一瞥	yipx
一起	yiqi
疫情	yiqy
一枪	yiqd
以前	yiqm
一切	yiqx
以求	yiqq
一圈	yiqr
乙炔	yiqt
一曲	yiqu
一群	yiqp
一热	yire
艺人	yirf
一日	yiri
依然	yirj
仪容	yirs
一色	yise
意思	yisi
一所	yiso
乙酸	yisr
移送	yiss
易碎	yisv
阳春三月	yisy
一套	yitk
仪态	yitl
一趟	yith
一滩	yitj
一天	yitm
一条	yitc
依托	yito
疑团	yitr
异同	yits
意图	yitu
一头	yitb
一霎	yiua
遗少	yiuk
一身	yiuf
医生	yiug
以上	yiuh
意识	yiui
言传身教	yiuj
遗孀	yiud
一说	yiuo
艺术	yiuu
一瞬	yiup
一首	yiub
依照	yivk
译者	yive
一阵	yivf
一张	yivh
一致	yivi
驿站	yivj
一拽	yivy
衣装	yivd
衣着	yivo
一种	yivs
遗嘱	yivu
一周	yivb
意外	yiwl
疑问	yiwf
腰缠万贯	yiwg
遗忘	yiwh
一万	yiwj
遗臭万年	yiwn
一窝	yiwo
义务	yiwu
运筹帷幄之中	yiwv
以为	yiwz
以诚相待	yixd
依稀	yixi
一线	yixm
一笑	yixc
一些	yixx
衣袖	yixq
疑凶	yixs
医学	yixt
依序	yixu
以下	yixw
依循	yixp
咿呀	yiya
译音	yiyn
医药	yiyk
阴差阳错	yiyc
一页	yiye
一样	yiyh
意义	yiyi
遗言	yiyj
医院	yiyr
易用	yiys
一月	yiyt
抑郁	yiyu
已有	yiyb
臆造	yizk
一则	yize
遗赠	yizg
胰脏	yizh
椅子	yizi
一锤子买卖	yizm
以作	yizo
一宗	yizs
彝族	yizu
移走	yizb
延安	yja
延安	yjan
盐巴	yjba
眼白	yjbl
赝本	yjbf
岩壁	yjbi
严办	yjbj
眼病	yjby
演变	yjbm
言表	yjbc
演播	yjbo
玉洁冰清	yjbq
眼部	yjbu
一蹶不振	yjbv
应接不暇	yjbx
烟草	yjck
腌菜	yjcl
岩层	yjcg
掩藏	yjch
言辞	yjci
烟囱	yjcs
引咎辞职	yjcv
一决雌雄	yjcx
严打	yjda
淹到	yjdk
眼袋	yjdl
焉得	yjde
眼底	yjdi
唁电	yjdm
以己度人	yjdr
岩洞	yjds
研读	yjdu
烟斗	yjdb
厌恶	yjee
研发	yjfa
盐分	yjff
岩缝	yjfg
严防	yjfh
厌烦	yjfj
眼福	yjfu
严格	yjg
掩盖	yjgl
严格	yjge
烟缸	yjgh
眼光	yjgd
演过	yjgo
严管	yjgr
夜静更深	yjgu
烟鬼	yjgv
烟垢	yjgb
演好	yjhk
沿海	yjhl
厌恨	yjhf
有机合成	yjhi
养家糊口	yjhk
炎黄	yjhd
烟火	yjho
延缓	yjhr
眼红	yjhs
掩护	yjhu
宴会	yjhv
眼花	yjhw
衣锦还乡	yjhx
咽喉	yjhb
严查	yjia
验钞	yjik
严惩	yjig
演唱	yjih
延长	yjih
延迟	yjii
眼馋	yjij
一举成名	yjim
演出	yjiu
殃及池鱼	yjiy
严禁	yjjn
严谨	yjjn
引经据典	yjjd
远交近攻	yjjg
演技	yjji
眼睛	yjjy
演讲	yjjd
眼见	yjjm
眼角	yjjc
眼界	yjjx
研究	yjjq
厌倦	yjjr
严峻	yjjp
眼科	yjke
有机可乘	yjki
眼看	yjkj
眼眶	yjkd
严控	yjks
严酷	yjku
掩口	yjkb
严厉	yjl
一举两得	yjld
演了	yjle
眼里	yjli
严厉	yjli
延揽	yjlj
严令	yjly
炎凉	yjld
演练	yjlm
颜料	yjlc
阎罗	yjlo
腰肌劳损	yjls
沿路	yjlu
以假乱真	yjlv
冤家路窄	yjlv
眼泪	yjlz
言论	yjlp
掩码	yjma
烟民	yjmn
严密	yjmi
严明	yjmy
颜面	yjmm
淹没	yjmo
湮灭	yjmx
烟幕	yjmu
烟煤	yjmz
眼眸	yjmb
焉能	yjng
厌腻	yjni
一言难尽	yjnj
延年	yjnm
烟农	yjns
艳女	yjnv
赝品	yjpn
眼泡	yjpk
眼皮	yjpi
研判	yjpj
眼前	yjq
延期	yjqi
言情	yjqy
烟枪	yjqd
眼前	yjqm
眼球	yjqq
眼圈	yjqr
燕雀	yjqt
一见倾心	yjqx
炎热	yjre
一见如故	yjrg
炎日	yjri
俨然	yjrj
颜容	yjrs
俨如	yjru
腌肉	yjrb
颜色	yjse
淹死	yjsi
盐酸	yjsr
严肃	yjsu
研讨	yjtk
烟台	yjtl
掩体	yjti
言谈	yjtj
盐田	yjtm
异军突起	yjtq
眼瞳	yjts
沿途	yjtu
烟头	yjtb
掩杀	yjua
眼梢	yjuk
一箭双雕	yjud
眼神	yjuf
延伸	yjuf
衍生	yjug
掩饰	yjui
眼霜	yjud
演说	yjuo
眼熟	yjuu
盐水	yjuv
验收	yjub
眼罩	yjvk
沿着	yjve
雁阵	yjvf
验证	yjvg
研制	yjvi
一技之长	yjvi
延展	yjvj
艳装	yjvd
眼拙	yjvo
一见钟情	yjvq
严重	yjvs
眼珠	yjvu
远见卓识	yjvu
一家之言	yjvy
兖州	yjvb
阎王	yjwh
燕窝	yjwo
有进无退	yjwt
厌恶	yjwu
烟味	yjwz
有惊无险	yjwx
演戏	yjxi
用尽心机	yjxj
言行	yjxy
郁金香	yjxd
沿线	yjxm
研修	yjxq
养精蓄锐	yjxr
验血	yjxt
延续	yjxu
眼下	yjxw
烟熏	yjxp
烟瘾	yjyn
眼药	yjyk
一举一动	yjyd
烟叶	yjye
言简意赅	yjyg
艳阳	yjyh
演绎	yjyi
咽炎	yjyj
眼影	yjyy
业精于勤	yjyq
演员	yjyr
沿用	yjys
言语	yjyu
眼晕	yjyp
焉有	yjyb
严责	yjze
燕子	yjzi
牙尖嘴利	yjzl
烟嘴	yjzv
演奏	yjzb
迎宾	yybn
英镑	yybh
硬币	yybi
应变	yybm
英才	yycl
英寸	yycp
应答	yyda
赢得	yyde
应当	yydh
营地	yydi
影碟	yydx
硬度	yydu
应对	yydv
婴儿	yye
婴儿	yyer
英法	yyfa
迎风	yyfg
营房	yyfh
应付	yyfu
亦可覆舟	ykfv
应该	yygl
荧光	yygd
英国	yygo
迎合	yyh
英豪	yyhk
婴孩	yyhl
迎合	yyhe
英汉	yyhj
萦怀	yyhy
英皇	yyhd
萤火	yyho
映红	yyhs
樱花	yyhw
英魂	yyhp
迎候	yyhb
英超	yyik
映衬	yyif
应承	yyig
英尺	yyii
硬闯	yyid
硬充	yyis
映出	yyiu
迎春	yyip
应酬	yyib
迎接	yyj
有口皆碑	ykjb
应急	yyji
应景	yyjy
硬件	yyjm
应缴	yyjc
迎接	yyjx
营救	yyjq
云开见日	ykjr
影剧	yyju
赢家	yyjw
英俊	yyjp
应考	yykk
盈亏	yykv
盈利	yyl
迎来	yyll
硬朗	yylh
盈利	yyli
英灵	yyly
英烈	yylx
英伦	yylp
影楼	yylb
盈门	yymf
影迷	yymi
英明	yymy
迎面	yymm
英模	yymo
荧幕	yymu
英美	yymz
应纳	yyna
应诺	yyno
有口难言	ykny
硬盘	yyp
应聘	yypn
鹰派	yypl
硬碰	yypg
硬盘	yypj
荧屏	yypy
影片	yypm
影票	yypc
一口气	ykq
英气	yyqi
硬壳	yyqc
赢球	yyqq
鹰犬	yyqr
迎娶	yyqu
萦绕	yyr
萦绕	yyrk
影人	yyrf
映入	yyru
莹润	yyrp
硬塞	yysl
罂粟	yysu
鹰隼	yysp
樱桃	yyt
樱桃	yytk
硬体	yyti
影坛	yytj
硬挺	yyty
异口同声	yktu
迎头	yytb
影射	yyue
应声	yyug
硬伤	yyuh
影视	yyui
硬说	yyuo
硬水	yyuv
应收	yyub
迎战	yyv
应召	yyvk
营寨	yyvl
迎着	yyve
应征	yyvg
营长	yyvh
英制	yyvi
迎战	yyvj
英中	yyvs
英文	yywf
欲哭无泪	ykwl
硬卧	yywo
鹦鹉	yywu
应为	yywz
有口无心	ykwx
哑口无言	ykwy
影响	yyx
迎新	yyxn
影星	yyxy
影响	yyxd
营销	yyxc
英雄	yyxs
影讯	yyxp
应用	yyy
影音	yyyn
应邀	yyyk
一口咬定	ykyd
营业	yyye
营养	yyyh
英译	yyyi
应验	yyyj
盈盈	yyyy
影院	yyyr
应用	yyys
应约	yyyt
英语	yyyu
营运	yyyp
应由	yyyb
营造	yyzk
影子	yyzi
硬座	yyzo
影踪	yyzs
一鳞半甲	ylbj
一了百了	ylbl
一来二去	yleq
医疗费	ylf
议论纷纷	ylff
以理服人	ylfr
易拉罐	ylg
叶落归根	ylgg
与狼共舞	ylgw
远来和尚好看经	ylhj
鱼龙混杂	ylhz
游乐场	yli
因利乘便	ylib
一力承当	ylid
一两句话	yljh
因陋就简	yljj
以卵击石	ylju
伊拉克	ylk
有利可图	ylkt
倚老卖老	ylml
一路平安	ylpa
一落千丈	ylqv
原来如此	ylrc
夜阑人静	ylrj
引狼入室	ylru
迎来送往	ylsw
以卵投石	yltu
伊丽莎白	ylub
亚历山大	ylud
一路顺风	yluf
衣来伸手	yluu
叶落知秋	ylvq
意料之中	ylvv
意料之外	ylvw
一览众山小	ylvx
议论文	ylw
以邻为壑	ylwh
一览无余	ylwy
依赖性	ylx
以礼相待	ylxd
月落星沉	ylxi
有两下子	ylxz
越来越	yly
有利有弊	ylyb
由来已久	ylyj
妖里妖气	ylyq
一劳永逸	ylyy
一揽子	ylz
夜郎自大	ylzd
一毛不拔	ymbb
烟幕弹	ymd
一马当先	ymdx
掩面而泣	ymeq
羽毛丰满	ymfm
玉门关	ymg
有目共睹	ymgd
妖魔鬼怪	ymgg
阴谋诡计	ymgj
鱼目混珠	ymhv
羊毛出在羊身上	ymiu
一鸣惊人	ymjr
愚昧落后	ymlh
一目了然	ymlr
倚门卖笑	ymmx
一木难支	ymnv
亚美尼亚	ymny
一马平川	ympi
羽毛球	ymq
以貌取人	ymqr
缘木求鱼	ymqy
颜面扫地	ymsd
与民同乐	ymtl
扬眉吐气	ymtq
一目十行	ymuh
眼明手快	ymuk
英明神武	ymuw
一秒钟	ymv
一面之词	ymvc
一面之交	ymvj
验明正身	ymvu
揠苗助长	ymvv
鱼米之乡	ymvx
羽毛未丰	ymwf
一命呜呼	ymwh
野马无缰	ymwj
有名无实	ymwu
愚昧无知	ymwv
一脉相传	ymxi
眼明心亮	ymxl
一门心思	ymxs
有没有	ymy
艳阳	ymyh
一模一样	ymyy
夜猫子	ymz
一年半载	ynbz
一年级	ynj
要紧	ycjn
一诺千金	ynqj
一年四季	ynsj
云泥之别	ynvb
一念之差	ynvi
延年益寿	ynyu
疑难杂症	ynzv
一片冰心	ypbx
以偏概全	ypgq
一抔黄土	ypht
一派胡言	yphy
一拍即合	ypjh
一片狼藉	yplj
一贫如洗	yprx
一盘散沙	ypsu
一曝十寒	ypuh
鸦片战争	ypvv
硬碰硬	ypy
一颦一笑	ypyx
燕雀安知鸿鹄之志	yqav
一去不复返	yqbf
移情别恋	yqbl
远亲不如近邻	yqbl
一窍不通	yqbt
一钱不值	yqbv
有求必应	yqby
优缺点	yqd
玉砌雕阑	yqdl
一清二白	yqeb
一清二楚	yqei
意气风发	yqff
粤犬吠雪	yqfx
有其父必有其子	yqfz
欲擒故纵	yqgz
邀请函	yqh
油腔滑调	yqhd
一气呵成	yqhi
怨气冲天	yqit
元器件	yqj
以强凌弱	yqlr
以权谋私	yqms
摇旗呐喊	yqnh
有钱能使鬼推磨	yqnm
由浅入深	yqru
用其所长	yqsi
异曲同工	yqtg
有期徒刑	yqtx
摇钱树	yqu
一丘之貉	yqvh
有气无力	yqwl
鸦雀无声	yqwu
偃旗息鼓	yqxg
意气相投	yqxt
有求于	yqy
寓情于景	yqyj
于情于理	yqyl
予取予求	yqyq
有求于人	yqyr
意气用事	yqyu
怡情悦性	yqyx
愿挨	yrai
冤案	yran
元宝	yrbk
用人不当	yrbd
原本	yrbf
原币	yrbi
原版	yrbj
援兵	yrby
渊博	yrbo
遇人不淑	yrbu
仰人鼻息	yrbx
隐忍不言	yrby
远大	yrda
远道	yrdk
一人得道	yrdd
圆的	yrde
圆凳	yrdg
原地	yrdi
元旦	yrdj
原定	yrdy
圆点	yrdm
远端	yrdr
远东	yrds
怨毒	yrdu
怨怼	yrdv
远遁	yrdp
迎刃而解	yrej
掩人耳目	yrem
油然而生	yreu
因人而异	yrey
与人方便	yrfb
缘分	yrff
原封	yrfg
远方	yrfh
易如反掌	yrfv
远非	yrfz
缘故	yrg
原告	yrgk
优柔寡断	yrgd
远隔	yrge
员工	yrgs
缘故	yrgu
圆规	yrgv
依然故我	yrgw
怨恨	yrh
缘何	yrhe
怨恨	yrhf
雍容华贵	yrhg
远航	yrhh
圆谎	yrhd
圆环	yrhr
圆弧	yrhu
怨悔	yrhv
圆滑	yrhw
冤魂	yrhp
猿猴	yrhb
元朝	yrik
远程	yrig
圆场	yrih
原产	yrij
原创	yrid
远处	yriu
冤仇	yrib
愚人节	yrj
远近	yrjn
原籍	yrji
远景	yrjy
愿将	yrjd
原件	yrjm
圆角	yrjc
援救	yrjq
毅然决然	yrjr
一如既往	yrjw
原价	yrjw
援军	yrjp
与日俱增	yrjz
圆孔	yrks
冤苦	yrku
原来	yrl
园林	yrln
元老	yrlk
原来	yrll
原理	yrli
圆领	yrly
原谅	yrld
圆脸	yrlm
原料	yrlc
院落	yrlo
原路	yrlu
远虑	yrlv
源码	yrma
原貌	yrmk
远门	yrmf
圆梦	yrmg
圆满	yrmj
原名	yrmy
元末	yrmo
原煤	yrmz
远谋	yrmb
有容乃大	yrnd
怨你	yrni
元年	yrnm
冤孽	yrnx
怨怒	yrnu
院内	yrnz
怨偶	yrou
原判	yrpj
园圃	yrpu
原配	yrpz
远亲	yrqn
元气	yrqi
冤情	yrqy
一日千里	yrql
圆球	yrqq
源泉	yrqr
冤屈	yrqu
圆润	yrr
猿人	yrrf
依然如故	yrrg
圆融	yrrs
引人入胜	yrru
圆润	yrrp
一日三餐	yrsc
原色	yrse
冤死	yrsi
院所	yrso
一日三秋	yrsq
元素	yrsu
一日三省	yrsx
怨他	yrta
艳如桃李	yrtl
远眺	yrtc
原帖	yrtx
圆筒	yrts
原图	yrtu
源头	yrtb
原始	yru
远涉	yrue
元神	yruf
原声	yrug
原始	yrui
远山	yruj
元帅	yruy
原属	yruu
哑然失笑	yrux
元首	yrub
院宅	yrvl
愿者	yrve
远征	yrvg
院长	yrvh
原值	yrvi
原装	yrvd
引人注目	yrvm
圆桌	yrvo
援助	yrvu
跃然纸上	yrvu
圆锥	yrvv
一人之下	yrvx
圆周	yrvb
以人为本	yrwb
员外	yrwl
原文	yrwf
愿望	yrwh
以人为镜	yrwj
怨我	yrwo
与人为善	yrwu
原位	yrwz
月如无恨月长圆	yrwy
圆心	yrxn
原系	yrxi
圆形	yrxy
原想	yrxd
原先	yrxm
元宵	yrxc
元凶	yrxs
元勋	yrxp
原因	yryn
原野	yrye
鸳鸯	yryh
愿意	yryi
怨言	yryj
渊源	yryr
元月	yryt
源于	yryu
游刃有余	yryy
缘由	yryb
远在	yrzl
原则	yrze
援藏	yrzh
源自	yrzi
原作	yrzo
庸人自扰	yrzr
远足	yrzu
庸人自扰之	yrzv
拥抱	ysbk
一丝不挂	ysbg
一丝不苟	ysbg
用兵	ysby
永别	ysbx
腰酸背痛	ysbt
永不	ysbu
用餐	ysc
庸才	yscl
用词	ysci
用餐	yscj
用错	ysco
永存	yscp
用到	ysdk
拥戴	ysdl
用地	ysdi
用电	ysdm
用掉	ysdc
勇夺	ysdo
涌动	ysds
拥堵	ysdu
拥趸	ysdp
勇斗	ysdb
一扫而空	ysek
用法	ysfa
云散风流	ysfl
勇敢	ysgj
用光	ysgd
用过	ysgo
用功	ysgs
雅俗共赏	ysgu
用户	ysh
用好	yshk
严丝合缝	yshf
永恒	yshg
用户	yshu
用茶	ysia
涌潮	ysik
用车	ysie
用场	ysih
泳池	ysii
用餐	ysij
用处	ysiu
咏春	ysip
佣金	ysjn
拥挤	ysji
用劲	ysjy
永久	ysjq
永诀	ysjt
用具	ysju
泳裤	ysku
以色列	ysl
用来	ysll
用力	ysli
慵懒	yslj
用量	ysld
用料	yslc
涌流	yslq
庸碌	yslu
勇猛	ysm
勇猛	ysmg
用脑	ysnk
用品	ysp
用品	yspn
勇气	ysq
勇气	ysqi
用情	ysqy
用钱	ysqm
涌泉	ysqr
用去	ysqu
佣人	ysrf
雍容	ysrs
涌入	ysru
用色	ysse
庸俗	yssu
泳坛	ystj
用途	ystu
勇士	ysu
永生	ysug
用上	ysuh
勇士	ysui
用膳	ysuj
野蔌山肴	ysuy
用手	ysub
用着	ysve
雍正	ysvg
泳装	ysvd
拥着	ysvo
臃肿	ysvs
永驻	ysvu
营私舞弊	yswb
用完	yswj
鱼死网破	yswp
有损无益	yswy
用心	ysxn
用刑	ysxy
涌向	ysxd
涌现	ysxm
永续	ysxu
用于	ysy
用药	ysyk
一丝一毫	ysyh
用以	ysyi
用眼	ysyj
永远	ysyr
用用	ysys
踊跃	ysyt
用于	ysyu
拥有	ysyb
用在	yszl
欲速则不达	yszd
用足	yszu
月报	ytb
月报	ytbk
月白	ytbl
月半	ytbj
月饼	ytby
有条不紊	ytbw
粤菜	ytc
粤菜	ytcl
月底	ytdi
约旦	ytdj
约定	ytdy
越冬	ytds
阅读	ytdu
乐队	ytdv
一天到晚	ytdw
英特尔	yte
悦耳	yter
月份	ytf
越发	ytfa
月份	ytff
油头粉面	ytfm
岳父	ytfu
月光	ytg
乐歌	ytge
粤港	ytgh
乐感	ytgj
月光	ytgd
越过	ytgo
月供	ytgs
越轨	ytgv
月给	ytgz
约会	yth
约好	ythk
约翰	ythj
摇头晃脑	ythn
一团和气	ythq
一塌糊涂	ytht
约会	ythv
月华	ythw
言谈话语	ythy
月初	yti
越差	ytia
乐池	ytii
月产	ytij
月初	ytiu
言听计从	ytjc
月季	ytji
月经	ytjy
月奖	ytjd
约见	ytjm
月结	ytjx
阅卷	ytjr
跃居	ytju
言谈举止	ytjv
月均	ytjp
月刊	ytkj
一条龙	ytl
月老	ytlk
约了	ytle
阅历	ytli
阅览	ytlj
越岭	ytly
月亮	ytld
一团乱麻	ytlm
月落	ytlo
约略	ytlt
乐律	ytlv
月轮	ytlp
乐迷	ytmi
月明	ytmy
岳庙	ytmc
月末	ytmo
岳母	ytmu
月内	ytn
越南	ytnj
月内	ytnz
阅批	ytpi
月票	ytpc
乐谱	ytpu
乐器	ytqi
约请	ytqy
越强	ytqd
月前	ytqm
月球	ytqq
越权	ytqr
乐曲	ytqu
跃然	ytrj
月入	ytru
月色	ytse
一潭死水	ytsu
月台	yttl
乐坛	yttj
乐团	yttr
一统天下	yttx
月头	yttb
约束	ytu
跃升	ytug
月食	ytui
窈窕淑女	ytun
应天顺人	ytur
约束	ytuu
乐手	ytub
乐章	ytv
勇挑重担	ytvd
乐章	ytvh
约占	ytvj
晕头转向	ytvx
仪态万方	ytwf
以退为进	ytwj
一吐为快	ytwk
有天无日	ytwr
一头雾水	ytwu
约为	ytwz
月薪	ytxn
月息	ytxi
蝇头小利	ytxl
越显	ytxm
粤绣	ytxq
约需	ytxu
月下	ytxw
月牙	ytya
越要	ytyk
越野	ytye
岳阳	ytyh
月影	ytyy
有条有理	ytyl
怨天尤人	ytyr
月月	ytyt
粤语	ytyu
有头有尾	ytyw
月晕	ytyp
约在	ytzl
月子	ytzi
月租	ytzu
预案	yuan
一手包办	yubb
预报	yubk
愚笨	yubf
一时半会	yubh
御笔	yubi
语病	yuby
一时半刻	yubk
余波	yubo
余部	yubu
掩饰不住	yubv
预备	yubz
育才	yucl
预测	yuce
鱼刺	yuci
渔村	yucp
遇到	yudk
余党	yudh
余地	yudi
预定	yudy
遗世独立	yudl
雨点	yudm
语调	yudc
愚钝	yudp
余额	yuee
一石二鸟	yuen
鱼儿	yuer
由上而下	yuex
语法	yufa
预防	yufh
鱼贩	yufj
衣食父母	yufm
玉佛	yufo
预付	yufu
迂腐	yufu
育肥	yufz
与否	yufb
预告	yugk
渔歌	yuge
浴缸	yugh
预感	yugj
与世隔绝	yugj
余光	yugd
愚公	yugs
预估	yugu
鱼钩	yugb
愈好	yuhk
遇害	yuhl
愈合	yuhe
燕瘦环肥	yuhf
宇航	yuhh
御寒	yuhj
玉皇	yuhd
欲火	yuho
迂回	yuhv
游手好闲	yuhx
与世长辞	yuic
玉成	yuig
浴场	yuih
鱼翅	yuii
渔船	yuir
愚蠢	yuip
浴巾	yujn
玉石俱焚	yujf
预计	yuji
与时俱进	yujj
预警	yujy
与生俱来	yujl
一石激起千层浪	yujl
遇见	yujm
预交	yujc
郁结	yujx
欲绝	yujt
语句	yuju
瑜伽	yujw
预考	yukk
愉快	yuky
余款	yukr
预亏	yukv
预扣	yukb
雨林	yuln
雨涝	yulk
因势利导	yuld
娱乐	yule
玉树临风	yulf
渔利	yuli
预览	yulj
育龄	yuly
雨量	yuld
雨帘	yulm
预料	yulc
欲裂	yulx
预留	yulq
鱼卵	yulr
优胜劣汰	yult
语录	yulu
鱼类	yulz
舆论	yulp
预留	yulb
余码	yuma
渔民	yumn
羽毛	yumk
郁闷	yumf
玉米	yumi
域名	yumy
鱼苗	yumc
愚昧	yumz
预谋	yumb
愈能	yung
淤泥	yuni
遇难	yunj
欲念	yunm
饮食男女	yunn
余孽	yunx
愚弄	yuns
郁怒	yunu
玉女	yunv
浴袍	yupk
浴盆	yupf
雨棚	yupg
鱼皮	yupi
玉盘	yupj
鱼片	yupm
玉佩	yupz
预期	yuqi
饮食起居	yuqj
淤青	yuqy
余切	yuqx
欲求	yuqq
余缺	yuqt
愈趋	yuqu
余热	yure
育人	yurf
夜深人静	yurj
羽绒	yurs
鱼肉	yurb
预赛	yusl
语塞	yuse
雨丝	yusi
雨伞	yusj
寓所	yuso
预算	yusr
语速	yusu
饮水思源	yusy
语态	yutl
鱼塘	yuth
预提	yuti
雨天	yutm
一视同仁	yutr
一手托天	yutt
玉兔	yutu
芋头	yutb
淤沙	yuua
一身是胆	yuud
预设	yuue
以身试法	yuuf
余生	yuug
遇上	yuuh
于是	yuui
一试身手	yuuu
雨水	yuuv
与谁	yuuz
雨刷	yuuw
预售	yuub
预兆	yuvk
遇着	yuve
余震	yuvf
预征	yuvg
衣食住行	yuvh
预知	yuvi
预装	yuvd
有生之年	yuvn
玉镯	yuvo
语种	yuvs
一手遮天	yuvt
预祝	yuvu
有识之士	yuvu
由始至终	yuvv
衣食住行	yuvx
宇宙	yuvb
